JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2453812.9083,7.8,,,Vis.,MTH,,80,,1/65,,,,V,,,,U ORI,,STD,,,,
2453813.1972,8.4,,,Vis.,IVM,,83,89,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453813.2,7.8,,,Vis.,VGK,K,,,,,,,V,,,,U ORI,,STD,,,,
2453813.3,7.8,,,Vis.,BXN,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453813.4,8.3,,,Vis.,WWJ,R,89,91,SD 5/93,,,,V,,,,U ORI,,STD,,,,
2453813.5076,8.5,,,Vis.,TYS,,83,89,S/B/65,,,,V,,,,U ORI,,STD,,,,
2453813.7,8.4,,,Vis.,LZT,BF,,,,,,,V,,,,U ORI,,STD,,,,
2453814.2370,8.5,,,Vis.,IVM,,83,89,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453814.250,7.8,,,Vis.,SKI,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453814.2951,8.3,,,Vis.,WAS,,67,91,S/B/04,,,,V,,,,U ORI,,STD,,,,
2453814.3,8.8,,,Vis.,SYV,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453814.3,8.3,,,Vis.,VED,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453814.3,8.2,,,Vis.,GZN,,79,83,041223,,,,Z,,,,U ORI,AAVSO,STD,,,,
2453814.3125,8.5,,,Vis.,HHU,,79,91,B041223,,,,V,,,,U ORI,,STD,,,,
2453814.3201,8.5,,,Vis.,SSW,,83,91,041223,,,,V,,,,U ORI,,STD,,,,
2453814.3215,8.5,,,Vis.,ADI,,83,91,SB041223,,,,V,,,,U ORI,,STD,,,,
2453814.322,8.2,,,Vis.,SJZ,,79,83,SB2004,,,,V,,,,U ORI,,STD,,,,
2453814.3278,8.5,,,Vis.,VDL,,83,89,SB1986,,,,V,,,,U ORI,,STD,,,,
2453814.3354,8.5,,,Vis.,VNL,,8.3,,SB0165,,,,V,,,,U ORI,,STD,,,,
2453814.345,8.2,,,Vis.,ATI,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453814.3653,7.8,,,Vis.,SYI,OT,77,,,"""U ORI = 7.80 MAG; ARGELANDER METHOD; COMPARISON STAR = SAO 77726, 7.67 MAG""",,,V,,,,U ORI,,STD,,,,
2453814.4,8.5,,,Vis.,DNO,,83,89,SB1986,,,,V,,,,U ORI,,STD,,,,
2453815.0000,8.5,,,Vis.,DMP,,83,89,(B),,,,V,,,,U ORI,,STD,,,,
2453815.2451,8.5,,,Vis.,IVM,,83,89,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453815.29,8.2,,,Vis.,GGZ,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453815.2903,7.3,,,Vis.,NKL,,73,,SB2004,,,,V,,,,U ORI,,STD,,,,
2453815.3,8.2,,,Vis.,VPZ,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453815.30,8.4,,,Vis.,CTI,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453815.354,8.6,,,Vis.,ILE,,,,,,0,,V,,,,U ORI,MCSE,STD,,,,
2453815.5896,7.8,,,Vis.,KMA,,60,76,SB1986,,,,V,,,,U ORI,,STD,,,,
2453816.2986,8.1,,,Vis.,LCR,,76,77,AAVSO ST,,,,V,,,,U ORI,,STD,,,,
2453816.3653,8.3,,,Vis.,FMR,,82,89,S B 93,,,,V,,,,U ORI,,STD,,,,
2453817.2201,8.6,,,Vis.,IVM,,83,89,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453817.533,3.40,0.05,,I,MTK,,3,,1993CCD,TRANSFORM: YES ERR: 0.05,,,V,,,,U ORI,,STD,,,,
2453817.533,5.91,0.04,,R,MTK,,3,4,1993CCD,TRANSFORM: YES ERR: 0.04,,,V,,,,U ORI,,STD,,,,
2453817.533,8.49,0.04,,V,MTK,,3,4,1993CCD,ALSO USED COMP STAR  7 TRANSFORM: YES ERR: 0.04,,,V,,,,U ORI,,STD,,,,
2453817.533,10.33,0.05,,B,MTK,,3,4,1993CCD,ALSO USED COMP STAR  7 TRANSFORM: YES ERR: 0.05,,,V,,,,U ORI,,STD,,,,
2453817.5938,8.2,,,Vis.,HKB,,83,91,041223,,,,V,,,,U ORI,,STD,,,,
2453818.3,8.3,,,Vis.,DAT,,,,,,,,V,,,,U ORI,,STD,,,,
2453818.3097,8.7,,,Vis.,ADI,,83,91,SB041223,,,,V,,,,U ORI,,STD,,,,
2453818.33,9.0,,,Vis.,PPS,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453818.3424,8.2,,,Vis.,SYI,T,77,84,,,,,V,,,,U ORI,,STD,,,,
2453818.3500,8.5,,,Vis.,BVE,,83,91,041223,,,,V,,,,U ORI,KNVWS,STD,,,,
2453818.3812,8.7,,,Vis.,ACO,,83,91,041223,,,,V,,,,U ORI,,STD,,,,
2453818.7,7.9,,,Vis.,LEV,,,,,,,,V,,,,U ORI,,STD,,,,
2453819.28,8.6,,,Vis.,KSZ,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453819.3479,8.2,,,Vis.,LCR,,76,80,AAVSO ST,,,,V,,,,U ORI,,STD,,,,
2453819.39,8.3,,,Vis.,PUJ,,79,76,OEV,,,,V,,,,U ORI,AFOEV,STD,,,,
2453820.3326,8.4,,,Vis.,ZIG,,83,91,B,,,,V,,,,U ORI,,STD,,,,
2453820.3403,7.9,,,Vis.,PJJ,,76,80,AAVSO ST,,,,V,,,,U ORI,,STD,,,,
2453820.3826,8.0,,,Vis.,FMR,,75,82,S B 93,,,,V,,,,U ORI,,STD,,,,
2453820.916,8.7,,,Vis.,MTH,,91,,041223,,,,V,,,,U ORI,,STD,,,,
2453821.00,8.4,,,Vis.,KIL,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453821.4,8.8,,,Vis.,BIC,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453821.5625,8.9,,,Vis.,MPS,,83,91,041223,,,,V,,,,U ORI,,STD,,,,
2453821.6,8.7,,,Vis.,MOW,,,,,,,,V,,,,U ORI,,STD,,,,
2453821.7,8.8,,,Vis.,MN,U,,,,,,,V,,,,U ORI,,STD,,,,
2453822.3,8.3,,,Vis.,GZN,,79,83,041223,,,,Z,,,,U ORI,AAVSO,STD,,,,
2453822.3,8.4,,,Vis.,VED,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453822.31,9.2,,,Vis.,PPS,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453822.340,8.6,,,Vis.,ILE,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453822.365,8.8,,,Vis.,ATI,,,,,,0,,V,,,,U ORI,MCSE,STD,,,,
2453822.4,7.8,,,Vis.,KUC,         ,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453822.5,8.6,,,Vis.,SHS,,83,89,SA1986,,,,V,,,,U ORI,,STD,,,,
2453822.6,8.5,,,Vis.,HP,,82,89,S B,,,,V,,,,U ORI,,STD,,,,
2453822.9264,8.7,,,Vis.,MTH,,91,,041223,,,,V,,,,U ORI,,STD,,,,
2453823.2,7.5,,,Vis.,VGK,K,,,,,,,V,,,,U ORI,,STD,,,,
2453823.3,9.0,,,Vis.,SYV,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453823.3375,8.8,,,Vis.,HHU,,83,91,B041223,,,,V,,,,U ORI,,STD,,,,
2453823.3507,8.7,,,Vis.,LCR,,80,89,AAVSO ST,,,,V,,,,U ORI,,STD,,,,
2453824.28,9.2,,,Vis.,KSZ,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453825.3063,<8.6,,,Vis.,GGC,,86,86,AAVSO,8.6 -1 V -1 8.6,,,V,,,,U ORI,,STD,,,,
2453825.3833,8.5,,,Vis.,FMR,,82,89,S B 93,,,,V,,,,U ORI,,STD,,,,
2453825.5556,8.3,,,Vis.,VML,B,79,91,041223,,,,V,,,,U ORI,,STD,,,,
2453825.568,8.5,,,Vis.,WI,,83,89,SA1986,,,,V,,,,U ORI,,STD,,,,
2453826.29,9.3,,,Vis.,PPS,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453826.4,9.0,,,Vis.,JTP,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453826.6785,8.5,,,Vis.,CNT,,83,89,SB1987,,,,V,,,,U ORI,,STD,,,,
2453827.2,8.0,,,Vis.,VGK,K,,,,,,,V,,,,U ORI,,STD,,,,
2453827.2736,9.0,,,Vis.,SSW,,83,91,041223,,,,V,,,,U ORI,,STD,,,,
2453827.3,8.7,,,Vis.,BXN,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453827.3236,8.7,,,Vis.,VDL,,83,89,SD0593,,,,V,,,,U ORI,,STD,,,,
2453827.35,8.5,,,Vis.,PUJ,K,79,76,AFOEV,,,,V,,,,U ORI,AFOEV,STD,,,,
2453827.4,8.1,,,Vis.,LEB,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453827.4,8.2,,,Vis.,KUC,         ,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453827.4007,8.8,,,Vis.,BVE,,83,91,041223,,,,V,,,,U ORI,KNVWS,STD,,,,
2453827.5854,8.0,,,Vis.,RTH,,97,89,5/93,,,,V,,,,U ORI,,STD,,,,
2453827.6,8.6,,,Vis.,CGF,,83,89,1986,,,,V,,,,U ORI,,STD,,,,
2453828.28,9.3,,,Vis.,PPS,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453828.3069,8.0,,,Vis.,NKL,,79,83,SB2004,,,,V,,,,U ORI,,STD,,,,
2453829.3,8.6,,,Vis.,CMG,,,,,,,,V,,,,U ORI,KNVWS,STD,,,,
2453829.5833,8.6,,,Vis.,HKB,,83,91,041223,,,,V,,,,U ORI,,STD,,,,
2453830.27,9.3,,,Vis.,PPS,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453830.2986,8.8,,,Vis.,WAS,M,83,91,S/B/04,,,,V,,,,U ORI,,STD,,,,
2453830.3,9.1,,,Vis.,SYV,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453830.319,8.4,,,Vis.,ATI,,,,,,0,,V,,,,U ORI,MCSE,STD,,,,
2453830.3243,8.4,,,Vis.,FMR,,82,89,S B 93,,,,V,,,,U ORI,,STD,,,,
2453830.573,3.45,0.05,,I,MTK,,3,,1993CCD,TRANSFORM: YES ERR: 0.05,,,V,,,,U ORI,,STD,,,,
2453830.573,6.16,0.04,,R,MTK,,3,4,1993CCD,TRANSFORM: YES ERR: 0.04,,,V,,,,U ORI,,STD,,,,
2453830.573,8.87,0.03,,V,MTK,,3,4,1993CCD,ALSO USED COMP STAR  7 TRANSFORM: YES ERR: 0.03,,,V,,,,U ORI,,STD,,,,
2453830.573,10.78,0.05,,B,MTK,,3,4,1993CCD,ALSO USED COMP STAR  7 TRANSFORM: YES ERR: 0.05,,,V,,,,U ORI,,STD,,,,
2453831.3,8.6,,,Vis.,VED,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453831.3,8.5,,,Vis.,GZN,,83,91,041223,,,,Z,,,,U ORI,AAVSO,STD,,,,
2453831.3410,8.9,,,Vis.,BVE,,83,91,041223,,,,V,,,,U ORI,KNVWS,STD,,,,
2453831.3549,8.6,,,Vis.,LCR,,80,83,AAVSO ST,,,,V,,,,U ORI,,STD,,,,
2453832.4,8.4,,,Vis.,PEG,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453832.4,8.4,,,Vis.,KUC,         ,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453832.5,8.9,,,Vis.,MOW,,,,,,,,V,,,,U ORI,,STD,,,,
2453832.5,8.7,,,Vis.,SHS,,83,89,SA1986,,,,V,,,,U ORI,,STD,,,,
2453833.2917,9.1,,,Vis.,SSW,,91,95,041223,,,,V,,,,U ORI,,STD,,,,
2453833.31,8.8,,,Vis.,GGZ,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453834.308,8.8,,,Vis.,SJZ,M,83,91,SB2004,,,,V,,,,U ORI,,STD,,,,
2453834.3333,8.8,,,Vis.,HOO,,83,89,REV 86,,,,V,,,,U ORI,KNVWS,STD,,,,
2453834.3667,8.8,,,Vis.,VDL,,83,89,SD0593,,,,V,,,,U ORI,,STD,,,,
2453834.5611,8.3,,,Vis.,KMA,,80,83,SB1986,,,,V,,,,U ORI,,STD,,,,
2453834.6,9.0,,,Vis.,LZT,BFM,,,,,,,V,,,,U ORI,,STD,,,,
2453836.5,8.9,,,Vis.,PPL,M,,,,,,,V,,,,U ORI,,STD,,,,
2453836.5833,9.2,,,Vis.,HKB,,91,95,041223,,,,V,,,,U ORI,,STD,,,,
2453836.6,7.8,,,Vis.,KRS,,,,,,,,V,,,,U ORI,,STD,,,,
2453837.3132,8.4,,,Vis.,LCR,,80,83,AAVSO ST,,,,V,,,,U ORI,,STD,,,,
2453837.6,8.7,,,Vis.,CGF,,83,89,1986,,,,V,,,,U ORI,,STD,,,,
2453838.5139,9.2,,,Vis.,CUU,,91,95,041223,,,,V,,,,U ORI,,STD,,,,
2453840.3438,9.1,,,Vis.,WAS,,91,98,S/B/04,,,,V,,,,U ORI,,STD,,,,
2453840.4,8.7,,,Vis.,VED,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453840.4,8.6,,,Vis.,GZN,,83,91,041223,,,,Z,,,,U ORI,AAVSO,STD,,,,
2453840.6,8.8,,,Vis.,HAB,,,,,,,,V,,,,U ORI,,STD,,,,
2453841.32,8.9,,,Vis.,PUJ,K,83,89,AFOEV,,,,V,,,,U ORI,AFOEV,STD,,,,
2453841.3479,9.0,,,Vis.,FMR,,89,91,S B 93,,,,V,,,,U ORI,,STD,,,,
2453842.6,9.4,,,Vis.,MOW,,,,,,,,V,,,,U ORI,,STD,,,,
2453842.9,9.0,,,Vis.,CR,,,,,,,,V,,,,U ORI,,STD,,,,
2453843.282,9.1,,,Vis.,ATI,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453843.2944,8.7,,,Vis.,MZS,,,,, 0417061904,,,V,,,,U ORI,MCSE,STD,,,,
2453843.32,9.4,,,Vis.,PPS,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453843.3451,8.9,,,Vis.,VDL,,89,91,SD0593,,,,V,,,,U ORI,,STD,,,,
2453843.3465,9.2,,,Vis.,DPA,,91,94,SB0165,,,,V,,,,U ORI,,STD,,,,
2453843.5833,9.3,,,Vis.,HKB,,91,95,041223,,,,V,,,,U ORI,,STD,,,,
2453844.550,3.79,0.05,,I,MTK,,3,,1993CCD,TRANSFORM: YES ERR: 0.05,,,V,,,,U ORI,,STD,,,,
2453844.550,6.54,0.04,,R,MTK,,3,4,1993CCD,ALSO USED COMP STAR  7 TRANSFORM: YES ERR: 0.04,,,V,,,,U ORI,,STD,,,,
2453844.550,9.31,0.04,,V,MTK,,3,4,1993CCD,ALSO USED COMP STAR  7 TRANSFORM: YES ERR: 0.04,,,V,,,,U ORI,,STD,,,,
2453844.550,11.25,0.05,,B,MTK,,3,4,1993CCD,ALSO USED COMP STAR  7 TRANSFORM: YES ERR: 0.05,,,V,,,,U ORI,,STD,,,,
2453844.6,8.6,,,Vis.,LEV,,,,,,,,V,,,,U ORI,,STD,,,,
2453845.2,8.6,,,Vis.,VGK,K,,,,,,,V,,,,U ORI,,STD,,,,
2453846.3,8.9,,,Vis.,PEG,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453846.3556,9.2,,,Vis.,FMR,,89,91,S B 93,,,,V,,,,U ORI,,STD,,,,
2453847.31,9.5,,,Vis.,PPS,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453847.5,9.4,,,Vis.,SHS,,89,91,SA1986,,,,V,,,,U ORI,,STD,,,,
2453848.3000,9.6,,,Vis.,KOS,,,,,0422061912,,,V,,,,U ORI,MCSE,STD,,,,
2453848.5729,9.3,,,Vis.,HKB,,91,95,041223,,,,V,,,,U ORI,,STD,,,,
2453849.26,9.8,,,Vis.,PPS,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453850.34,9.1,,,Vis.,GGZ,,,,,,0,,V,,,,U ORI,MCSE,STD,,,,
2453850.3493,9.1,,,Vis.,FMR,,89,91,S B 93,,,,V,,,,U ORI,,STD,,,,
2453850.3542,8.9,,,Vis.,VDL,,89,91,SD0593,,,,V,,,,U ORI,,STD,,,,
2453850.3611,9.3,,,Vis.,WAS,,91,98,S/B/04,,,,V,,,,U ORI,,STD,,,,
2453850.8965,9.3,,,Vis.,MTH,,91,,041223,,,,V,,,,U ORI,,STD,,,,
2453851.332,9.3,,,Vis.,ATI,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453851.3396,9.1,,,Vis.,LCR,,83,91,AAVSO ST,,,,V,,,,U ORI,,STD,,,,
2453851.6,9.2,,,Vis.,LZT,BF,,,,,,,V,,,,U ORI,,STD,,,,
2453851.6,9.8,,,Vis.,MOW,,,,,,,,V,,,,U ORI,,STD,,,,
2453853.33,10.1,,,Vis.,PUJ,,91,102,SE041223,,,,V,,,,U ORI,AFOEV,STD,,,,
2453854.9,9.5,,,Vis.,SYV,,,,,,0,,V,,,,U ORI,MCSE,STD,,,,
2453854.90,9.5,,,Vis.,KIL,,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2453855.3389,8.8,,,Vis.,LCR,,83,89,AAVSO ST,,,,V,,,,U ORI,,STD,,,,
2453855.3576,9.4,,,Vis.,WAS,,91,98,S/B/04,,,,V,,,,U ORI,,STD,,,,
2453863.6,9.5,,,Vis.,LZT,BLMV,,,,,,,V,,,,U ORI,,STD,,,,
2453865.6,10.0,,,Vis.,MOW,,,,,,,,V,,,,U ORI,,STD,,,,
2453951.9,12.2,,,Vis.,MOW,         ,,,,,,,V,,,,U ORI,,STD,,,,
2453970.9,12.6,,,Vis.,MOW,         ,,,,,,,V,,,,U ORI,,STD,,,,
2453981.61458,12.5,,,Vis.,CUU,,120,125,041223,,0,,V,,,,U ORI,,STD,,,,
2453987.6,12.7,,,Vis.,CMG,,,,,,,,V,,,,U ORI,KNVWS,STD,,,,
2453992.6215,12.6,,,Vis.,SJZ,M,125,127,SE2004,,,,V,,,,U ORI,,STD,,,,
2453994.8,12.7,,,Vis.,MOW,,,,,,,,V,,,,U ORI,,STD,,,,
2453995.828,12.7,,,Vis.,WI,,123,128,D1993,,0,,V,,,,U ORI,,STD,,,,
2453998.5819,12.0,,,Vis.,VNL,,11.6,,SD0165,,,,V,,,,U ORI,,STD,,,,
2453999.6,12.7,,,Vis.,CMG,,,,,,,,V,,,,U ORI,KNVWS,STD,,,,
2453999.6,12.4,,,Vis.,BIC,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2453999.814,14.66,0.06,,B,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2453999.814,12.46,0.04,,V,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2453999.814,8.89,0.04,,R,MTK,,3,4,1993CCD,,0,,V,,,,U ORI,,STD,,,,
2453999.814,5.63,0.05,,I,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454000.52431,12.6,,,Vis.,SSW,,123,128,041223,,0,,V,,,,U ORI,,STD,,,,
2454000.5569,12.6,,,Vis.,SJZ,,125,127,SE2004,,,,V,,,,U ORI,,STD,,,,
2454000.653,11.6,,,Vis.,LTO,,9.7/10.6,,S/b/1965,,,,V,,,,U ORI,,STD,,,,
2454000.6736,12.4,,,Vis.,BVE,,120,125,041223,,,,V,,,,U ORI,KNVWS,STD,,,,
2454000.9548,12.3,0.05,,V,NCH,,127,137,E,,0,,V,,,,U ORI,,STD,,,,
2454001.54583,12.6,,,Vis.,CUU,,120,125,041223,,0,,V,,,,U ORI,,STD,,,,
2454001.6,12.3,,,Vis.,KTZ,,127,,SE2004,,,,V,,,,U ORI,,STD,,,,
2454002.5125,12.6,,,Vis.,SYF,,NA,,5/93,,,,Z,,,,U ORI,AAVSO,STD,,,,
2454004.62,11.5,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454005.6,12.2,,,Vis.,LEB,,,,,,0,,V,,,,U ORI,AFOEV,STD,,,,
2454007.9256,12.1,0.05,,V,NCH,,127,137,E,,0,,V,,,,U ORI,,STD,,,,
2454008.47,11.8,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454008.540,12.5,,,Vis.,ILE,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454008.6,12.6,,,Vis.,SHS,,123,128,se1965,,0,,V,,,,U ORI,,STD,,,,
2454013.7972,12.4,,,Vis.,KMA,,123,128,SE1952,,0,,V,,,,U ORI,,STD,,,,
2454013.9,12.4,,,Vis.,MOW,         ,,,,,,,V,,,,U ORI,,STD,,,,
2454015.43,11.6,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454016.7590,12.5,,,Vis.,BWX,V,120,125,SB1965,near limit,0,,V,,,,U ORI,,STD,,,,
2454017.656,<10.6,,,Vis.,LTO,,10.6,,S/b/1965,,,,V,,,,U ORI,,STD,,,,
2454017.8486,12.3,,,Vis.,KMA,,116,123,SE1952,,0,,V,,,,U ORI,,STD,,,,
2454022.50903,12.2,,,Vis.,CUU,,120,125,041223,,0,,V,,,,U ORI,,STD,,,,
2454022.6,11.9,,,Vis.,VED,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2454022.745,11.92,0.04,,V,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454022.745,14.30,0.06,,B,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454022.745,5.26,0.05,,I,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454022.745,8.45,0.04,,R,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454023.44,11.8,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454023.78125,12.2,,,Vis.,ZPA,,12.0,12.7,041223,,0,,V,,,,U ORI,,STD,,,,
2454025.4,12.2,,,Vis.,GUN,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2454025.438,11.3,,,Vis.,ATI,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454025.942,11.59,0.005,,V,NCH,,468SUMNER.SEQ,,E,,0,1.04,V,,,,U ORI,,STD,,,,
2454027.39,11.6,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454030.6,11.4,,,Vis.,SHS,,116,110,se1965,,0,,V,,,,U ORI,,STD,,,,
2454033.694,10.8,,,Vis.,LTO,,10.6,,S/b/1965,,,,V,,,,U ORI,,STD,,,,
2454034.36,11.5,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454034.4188,11.8,,,Vis.,SJZ,,116,120,SE2004,,,,V,,,,U ORI,,STD,,,,
2454034.643,10.6,,,Vis.,ATI,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454034.6764,11.9,,,Vis.,ADI,,116,118,SE041223,,0,,V,,,,U ORI,,STD,,,,
2454035.4,11.1,,,Vis.,VFK,,110,116,SD1993,,,,V,,,,U ORI,AFOEV,STD,,,,
2454035.5,10.9,,,Vis.,FEO,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454036.41806,11.8,,,Vis.,CUU,,120,,041223,,0,,V,,,,U ORI,,STD,,,,
2454037.6,11.9,,,Vis.,WWJ,,116,126,SD 5/93,,,,V,,,,U ORI,,STD,,,,
2454037.9,<8.9,,,Vis.,PPL,,,,,,,,V,,,,U ORI,,STD,,,,
2454038.7,11.6,,,Vis.,VED,,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2454038.7,11.5,,,Vis.,GZN,,105,116,041223,,,,Z,,,,U ORI,AAVSO,STD,,,,
2454038.701,11.51,0.04,,V,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454038.701,14.02,0.06,,B,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454038.701,5.01,0.05,,I,MTK,,3,,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454038.701,8.16,0.04,,R,MTK,,3,4,1993CCD,,1,,V,,,,U ORI,,STD,,,,
2454038.9,12.0,,,Vis.,MOW,         ,,,,,,,V,,,,U ORI,,STD,,,,
2454039.2778,11.4,,,Vis.,MZS,,,,,030061840,,,V,,,,U ORI,MCSE,STD,,,,
2454039.37,11.3,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454039.6910,10.8,,,Vis.,VNL,,10.3-11.0,,SB0165,,,,V,,,,U ORI,,STD,,,,
2454040.7,11.3,,,Vis.,VFK,,110,116,SD1993,,,,V,,,,U ORI,AFOEV,STD,,,,
2454041.5590,11.1,,,Vis.,VNL,,11.0-11.6,,SD0165,,,,V,,,,U ORI,,STD,,,,
2454042.973,11.21,0.05,,V,NCH,,SumnerSeq3thru8ensem,,e,,0,1.04,V,,,,U ORI,,STD,,,,
2454043.6,10.8,,,Vis.,SHS,,110,103,se1965,,0,,V,,,,U ORI,,STD,,,,
2454049.35,11.5,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454049.4,11.5,,,Vis.,CMG,,,,,,,,V,,,,U ORI,KNVWS,STD,,,,
2454049.658,10.6,,,Vis.,ATI,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454050.6,11.4,,,Vis.,MOW,         ,,,,,,,V,,,,U ORI,,STD,,,,
2454054.7,11.4,,,Vis.,VFK,,110,116,SD1993,,,,V,,,,U ORI,AFOEV,STD,,,,
2454055.3035,10.8,,,Vis.,VNL,,10.3-11.0,,SD0165,,,,V,,,,U ORI,,STD,,,,
2454055.35,11.3,,,Vis.,PPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454055.3778,10.7,,,Vis.,KOC,,,,,      =,,,V,,,,U ORI,MCSE,STD,,,,
2454055.4222,11.3,,,Vis.,SJZ,R,112,116,041223,STAR IS,,,V,,,,U ORI,,STD,,,,
2454055.4896,11.7,,,Vis.,ADI,,116,118,SE041223,,0,,V,,,,U ORI,,STD,,,,
2454055.5,11.0,,,Vis.,VED,         ,,,,,,,V,,,,U ORI,AFOEV,STD,,,,
2454055.5,10.3,,,Vis.,TPS,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454055.5,10.9,,,Vis.,GZN,,105,116,041223,,,,Z,,,,U ORI,AAVSO,STD,,,,
2454055.7,11.4,,,Vis.,VFK,,110,116,SD1993,,,,V,,,,U ORI,AFOEV,STD,,,,
2454055.99444,11.1,,,Vis.,MTH,,10.5,11.2,041223,,0,,V,,,,U ORI,,STD,,,,
2454056.344,11.1,,,Vis.,ILE,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454056.4,11.3,,,Vis.,VFK,,110,116,SD1993,,,,V,,,,U ORI,AFOEV,STD,,,,
2454056.4,11.7,,,Vis.,KTZ,,116,118,SE2004,,,,V,,,,U ORI,,STD,,,,
2454056.482,10.8,,,Vis.,ATI,         ,,,,,,,V,,,,U ORI,MCSE,STD,,,,
2454056.66667,11.0,,,Vis.,SSW,,105,110,041223,,0,,V,,,,U ORI,,STD,,,,
2454058.6,10.1,,,Vis.,SHS,,103,97,se1965,,0,,V,,,,U ORI,,STD,,,,
